600805,19940103,悦达投资,
600807,19940103,济南高新,
600808,19940106,马钢股份,
600809,19940106,山西汾酒,
600810,19940106,神马股份,
600811,19940106,东方集团,
600812,19940114,华北制药,
600814,19940114,杭州解百,
600815,19940128,厦工股份,
600816,19940128,ST安信,
600817,19940128,宇通重工,
600818,19940128,中路股份,
600819,19940128,耀皮玻璃,
600820,19940128,隧道股份,
600821,19940128,金开新能,
600822,19940204,上海物贸,
600823,19940204,世茂股份,
600824,19940204,益民集团,
600825,19940204,新华传媒,
600826,19940204,兰生股份,
600827,19940204,百联股份,
600828,19940224,茂业商业,
600829,19940224,人民同泰,
600830,19940224,香溢融通,
600831,19940224,广电网络,
600833,19940224,第一医药,
600834,19940224,申通地铁,
600835,19940224,上海机电,
600836,19940224,上海易连,
600837,19940224,海通证券,
600838,19940224,上海九百,
600839,19940311,四川长虹,
600841,19940311,上柴股份,
600843,19940311,上工申贝,
600844,19940311,丹化科技,
600845,19940311,宝信软件,
600846,19940311,同济科技,
600847,19940324,万里股份,
600848,19940324,上海临港,
600850,19940324,电科数字,
600851,19940404,海欣股份,
600853,19940404,龙建股份,
600854,19940425,春兰股份,
600855,19940425,航天长峰,
600856,19940425,ST中天,1
600857,19940425,宁波中百,
600858,19940506,银座股份,
600859,19940506,王府井,
600860,19940506,京城股份,
600861,19940520,北京城乡,
600862,19940520,中航高科,
600863,19940520,内蒙华电,
600864,19940809,哈投股份,
600865,19940809,百大集团,
600866,19940818,星湖科技,
600867,19940824,通化东宝,
600868,19940912,梅雁吉祥,
600869,19950206,远东股份,
600870,19950228,*ST厦华,1
600871,19950411,石化油服,
600872,19950124,中炬高新,
600873,19950217,梅花生物,
600874,19950630,创业环保,
600875,19951010,东方电气,
600876,19951031,洛阳玻璃,
600877,19951013,电能股份,
600879,19951115,航天电子,
600880,19951115,博瑞传播,
600881,19951115,亚泰集团,
600882,19951206,妙可蓝多,
600883,19951208,博闻科技,
600884,19960130,杉杉股份,
600885,19960205,宏发股份,
600886,19960118,国投电力,
600887,19960312,伊利股份,
600888,19960215,新疆众和,
600889,19960308,南京化纤,
600890,19960318,*ST中房,1
600892,19960315,大晟文化,
600893,19960408,航发动力,
600894,19960328,广日股份,
600895,19960422,张江高科,
600896,19960503,*ST海医,1
600897,19960531,厦门空港,
600898,19960418,ST美讯,
600900,20031118,长江电力,
600901,20180301,江苏租赁,
600903,20171107,贵州燃气,
600905,20210610,三峡能源,
600906,20210507,财达证券,
600908,20160923,无锡银行,
600909,20161206,华安证券,
600916,20210205,中国黄金,
600917,20140930,重庆燃气,
600918,20200603,中泰证券,
600919,20160802,江苏银行,
600926,20161027,杭州银行,
600928,20190301,西安银行,
600929,20180326,雪天盐业,
600933,20171117,爱柯迪,
600936,20160815,广西广电,
600939,20170221,重庆建工,
600956,20200629,新天绿能,
600958,20150323,东方证券,
600959,20150428,江苏有线,
600960,20040407,渤海汽车,
600961,20040830,株冶集团,
600962,20040622,国投中鲁,
600963,20040525,岳阳林纸,
600965,20040713,福成股份,
600966,20040608,博汇纸业,
600967,20040518,内蒙一机,
600968,20190626,海油发展,
600969,20040408,郴电国际,
600970,20050412,中材国际,
600971,20040817,恒源煤电,
600973,20040802,宝胜股份,
600975,20040609,新五丰,
600976,20040419,健民集团,
600977,20160809,中国电影,
600979,20040906,广安爱众,
600980,20040512,北矿科技,
600981,20040630,汇鸿集团,
600982,20040706,宁波能源,
600983,20040727,惠而浦,
600984,20040707,建设机械,
600985,20040428,淮北矿业,
600986,20040426,浙文互联,
600987,20040809,航民股份,
600988,20040414,赤峰黄金,
600989,20190516,宝丰能源,
600990,20040510,四创电子,
600992,20040514,贵绳股份,
600993,20040517,马应龙,
600995,20040615,文山电力,
600996,20161226,贵广网络,
600997,20040602,开滦股份,
600998,20101102,九州通,
600999,20091117,招商证券,
601000,20100705,唐山港,
601001,20060623,晋控煤业,
601002,20070126,晋亿实业,
601003,20070227,柳钢股份,
601005,20070228,重庆钢铁,
601006,20060801,大秦铁路,
601007,20070406,金陵饭店,
601008,20070426,连云港,
601009,20070719,南京银行,
601010,20110603,文峰股份,
601011,20110309,宝泰隆,
601012,20120411,隆基股份,
601015,20141105,陕西黑猫,
601016,20140929,节能风电,
601018,20100928,宁波港,
601019,20171122,山东出版,
601020,20160316,ST华钰,
601021,20150121,春秋航空,
601028,20111107,玉龙股份,
601038,20120808,一拖股份,
601058,20110630,赛轮轮胎,
601066,20180620,中信建投,
601068,20180831,中铝国际,
601069,20150122,西部黄金,
601077,20191029,渝农商行,
601086,20170929,国芳集团,
601088,20071009,中国神华,
601098,20101028,中南传媒,
601099,20071228,太平洋,
601100,20111028,恒立液压,
601101,20100331,昊华能源,
601106,20100209,中国一重,
601107,20090727,四川成渝,
601108,20171024,财通证券,
601111,20060818,中国国航,
601113,20110509,ST华鼎,
601116,20110302,三江购物,
601117,20100107,中国化学,
601118,20110107,海南橡胶,
601126,20101231,四方股份,
601127,20160615,小康股份,
601128,20160930,常熟银行,
601137,20110127,博威合金,
601138,20180608,工业富联,
601139,20091225,深圳燃气,
601155,20151204,新城控股,
601156,20210609,东航物流,
601158,20100329,重庆水务,
601162,20181019,天风证券,
601163,20160909,三角轮胎,
601166,20070205,兴业银行,
601168,20070712,西部矿业,
601169,20070919,北京银行,
601177,20101011,杭齿前进,
601179,20100128,中国西电,
601186,20080310,中国铁建,
601187,20201027,厦门银行,
601188,20100319,龙江交通,
601198,20150226,东兴证券,
601199,20110317,江南水务,
601200,20170331,上海环境,
601208,20110520,东材科技,
