名称	代码	最新价	日涨幅	溢价率	日均成交（万）	近一月	年初至今	近一年	近三年	近五年	规模（亿）	运作费率	跟踪指数	上市日期	基金公司	分类
光伏ETF	515790	1.711	-0.0075	0.0006	100560.74	0.1932	-0.0006	0.2992	-	-	149.71	0.006	光伏产业指数	44183	华泰柏瑞基金	主题，光伏，新兴产业
酒ETF	512690	0.888	-0.0274	0	79707.72	0.1072	-0.0798	-0.1276	1.1834	-	59.49	0.006	中证酒指数	43591	鹏华基金	行业，食品饮料，酒
医疗ETF	512170	0.596	-0.0165	0.0034	55022.73	0.1709	-0.1196	-0.3458	0.6588	-	130.22	0.006	中证医疗指数	43633	华宝基金	行业，医药
煤炭ETF	515220	2.424	-0.0626	0.0041	50082.9	0.0147	0.2792	0.5452	-	-	32.88	0.006	中证煤炭指数	43892	国泰基金	行业，煤炭，资源
中概互联网ETF	513050	1.163	-0.0177	0.0283	207651.13	0.0982	-0.0799	-0.3592	-0.0583	-0.0777	350.1	0.0085	中国互联网50指数	42753	易方达基金	跨境，中概股
半导体ETF	512480	0.996	0.0215	-0.002	82520.23	0.0112	-0.2338	-0.26	0.9684	-	100.86	0.006	半导体指数	43628	国联安基金	行业，半导体，芯片
军工ETF	512660	1.182	-0.0067	0.0008	61113	0.0639	-0.1887	0.1047	0.5193	0.3177	110.85	0.006	中证军工指数	42590	国泰基金	行业，军工
芯片ETF	159995	1.269	0.0128	0.0008	103693.43	0.0549	-0.2205	-0.1979	-	-	175.97	0.006	国证芯片指数	43871	华夏基金	行业，半导体，芯片
沪深300ETF	510300	4.452	-0.0131	-0.0009	189853.44	0.0874	-0.0971	-0.1169	0.187	0.3004	447.38	0.006	沪深300指数	41057	华泰柏瑞基金	宽基，大盘股
纳指ETF	513100	0.819	0.0061	0.0174	33476.49	-0.0477	-0.2366	-0.1614	0.4604	1.0475	41.86	0.008	纳斯达克100指数	41409	国泰基金	跨境，美国
新能源车ETF	515030	2.418	-0.0066	0	53229.24	0.2224	0.0241	0.131	-	-	95.21	0.006	CS新能车指数	43894	华夏基金	主题，新兴产业，新能源车
证券ETF	512880	0.943	-0.0115	-0.0021	138761.56	0.0643	-0.1981	-0.1002	-0.0426	-0.0626	322.34	0.006	证券公司指数	42590	国泰基金	行业，金融，证券
旅游ETF	159766	1.004	-0.0355	0	29414.22	0.0925	0.001	-	-	-	17.47	0.006	中证旅游指数	44400	富国基金	主题，旅游
消费ETF	159928	1.13	-0.0267	-0.0009	29042.93	0.1144	-0.063	-0.0783	0.5291	1.5251	86.82	0.006	中证消费指数	41533	汇添富基金	行业，消费
恒生医疗ETF	513060	0.614	-0.0016	-0.0081	200382.86	0.2556	-0.1114	-0.4761	-	-	23.35	0.0065	恒生医疗保健指数	44284	博时基金	跨境，香港，医药，医疗保健
养殖ETF	159865	0.88	-0.0233	-0.0011	30309.63	0.1579	-0.0211	0.0641	-	-	24.32	0.006	中证畜牧指数	44263	国泰基金	行业，畜牧业
科创50ETF	588000	1.15	0.0097	-0.0009	111272.39	0.0213	-0.208	-0.2988	-	-	226.21	0.006	科创50指数	44151	华夏基金	宽基，中小盘
创业板50ETF	159949	1.235	-0.0056	0.0008	69951.57	0.1488	-0.1553	-0.1684	1.2828	0.6689	119.88	0.006	创业板50指数	42573	华安基金	宽基，中小盘
医药ETF	512010	0.56	-0.0261	0	68544.2	0.194	-0.1153	-0.3035	0.3359	0.4756	76.59	0.006	300医药指数	41575	易方达基金	行业，医药
有色金属ETF	512400	1.337	-0.0283	-0.0007	16892.96	0.1331	-0.0089	0.1302	1.0105	-	36.45	0.006	有色金属指数	42979	南方基金	行业，资源，有色金属
恒生互联网ETF	513330	0.52	-0.0244	0.0039	259601.77	0.0678	-0.0909	-0.3409	-	-	233.65	0.0065	恒生互联网科技业指数	44235	华夏基金	跨境，香港，互联网
基建50ETF	516970	1.162	-0.0202	-0.0009	27143.64	-0.0094	-0.0413	0.1749	-	-	90.33	0.006	基建工程指数	44382	广发基金	主题，基建
能源ETF	159930	1.109	-0.0586	0	3434.11	0.0036	0.2254	0.444	0.5192	0.3794	2.12	0.006	中证能源指数	41533	汇添富基金	行业，资源，能源
银行ETF	512800	1.114	-0.0124	0	35978.91	0.0315	-0.0159	-0.0884	0.0334	-	101.81	0.006	中证银行指数	42950	华宝基金	行业，金融，银行
中证500ETF	510500	7.316	-0.013	0.0007	142247.88	0.0631	-0.1141	-0.0238	0.3466	0.1247	402.81	0.006	中证500指数	41348	南方基金	宽基，中小盘
房地产ETF	512200	0.75	-0.0209	0.0013	55149.92	0.0149	-0.0672	-0.0554	-0.1525	-	28.63	0.006	房地产指数	43003	南方基金	行业，金融，房地产
创新药ETF	159992	1.12	-0.0141	0.0018	31230.26	0.2108	-0.1083	-0.2396	-	-	38.59	0.0055	CS创新药指数	43931	银华基金	行业，医药
教育ETF	513360	0.406	0.01	0.0125	19865.21	0.234	-0.1116	-0.5443	-	-	6.05	0.0065	中国教育人民币指数	44364	博时基金	主题，教育
新能车ETF	515700	3.113	-0.0073	-0.0019	31155.14	0.2151	0.0227	0.1328	-	-	59.33	0.002	新能源车指数	43871	平安基金	主题，新兴产业，新能源车
上证50ETF	510050	3.011	-0.017	-0.0007	139974.13	0.0843	-0.0752	-0.1082	0.0527	0.2749	513.32	0.006	上证50指数	38406	华夏基金	宽基，大盘股
新能源ETF	516160	1.353	-0.0044	0.0015	23896.84	0.208	-0.0029	0.2124	-	-	25.17	0.002	中证新能指数	44231	南方基金	主题，新能源，新兴产业
券商ETF	512000	0.906	-0.0098	0	72616.32	0.0684	-0.1961	-0.0976	-0.0331	-0.0493	230.47	0.006	证券公司指数	42627	华宝基金	行业，金融，证券
创业板ETF易方达	159915	2.725	-0.0051	0.0011	101159.25	0.1421	-0.1532	-0.1615	0.8264	0.5474	170.74	0.006	创业板指	40886	易方达基金	宽基，中小盘
黄金ETF	518880	3.725	-0.019	0.0013	70613.26	-0.0392	0.0225	0.0219	0.192	0.3858	116.76	0.006	黄金9999指数	41484	华安基金	商品，黄金
标普500ETF	513500	1.21	-0.0049	-0.0041	20768.57	-0.0635	-0.1594	-0.0899	0.2591	0.589	71.64	0.0085	标准普尔500指数	41654	博时基金	跨境，美国
创成长ETF	159967	0.699	-0.0071	0	15760.33	0.1573	-0.1185	-0.1349	-	-	31.25	0.006	创成长指数	43661	华夏基金	策略，动量，成长
国防ETF	512670	0.985	-0.0081	-0.001	25478.13	0.0908	-0.1833	0.1541	-	-	18.63	0.004	中证国防指数	43678	鹏华基金	行业，军工
汽车ETF	516110	1.203	0.0109	0	16240.57	0.0646	-0.0322	0.0169	-	-	1.74	0.006	800汽车指数	44323	国泰基金	行业，汽车
家电ETF	159996	1.129	-0.0096	-0.0009	17678.15	0.0919	-0.111	-0.1848	-	-	17.91	0.006	家用电器指数	43906	国泰基金	行业，家电
豆粕ETF	159985	1.499	-0.0099	-0.0013	4154.79	-0.0815	0.2277	0.1425	-	-	3.7	0.006	大商所豆粕期货价格指数	43804	华夏基金	商品，农产品
芯片ETF	512760	1.141	0.016	-0.0017	59746.05	0.0169	-0.2572	-0.2484	1.1858	-	115.23	0.006	中华半导体人民币指数	43628	国泰基金	行业，半导体，芯片
电池ETF	159755	1.277	-0.0078	-0.0016	17879.93	0.2081	0.0111	0.1443	-	-	19.32	0.006	新能电池指数	44371	广发基金	主题，新兴产业，新能源车
生物医药ETF	512290	1.391	-0.0245	-0.0014	23851.27	0.1748	-0.1376	-0.2921	0.3401	-	34.44	0.006	CS生医指数	43605	国泰基金	行业，医药，生物科技
传媒ETF	512980	0.612	-0.0177	0.0016	8339.25	-0.0049	-0.2867	-0.2073	-0.1685	-	44.11	0.006	中证传媒指数	43119	广发基金	行业，TMT，传媒
稀土ETF	516780	1.309	-0.0158	0	11192.21	0.1353	-0.0846	0.3371	-	-	11.06	0.006	稀土产业指数	44263	华泰柏瑞基金	主题，稀土
稀有金属ETF	562800	0.983	-0.0131	-0.001	9848.99	0.2412	0.0886	-	-	-	6.36	0.006	CS稀金属指数	44466	嘉实基金	主题，稀有金属
能源化工ETF	159981	1.557	-0.0311	-0.0051	3303.05	-0.0984	0.0858	0.1904	-	-	5.47	0.006	易盛能化A	43847	建信基金	商品，化工
钢铁ETF	515210	1.561	-0.017	0	9642.6	0.0428	-0.0613	0.0415	-	-	16.24	0.006	中证钢铁指数	43892	国泰基金	行业，钢铁
农业ETF	159825	1.028	-0.0338	-0.0039	15326.5	0.1114	0.0088	0.0832	-	-	29.76	0.006	中证农业指数	44194	富国基金	行业，农业
中概互联ETF	159605	0.855	-0.0229	-0.0251	86889.61	0.1162	-0.0521	-	-	-	29.04	0.006	中国互联网30人民币指数	44532	广发基金	跨境，中概股
中证1000ETF	512100	1.017	-0.0126	0	27258	0.0831	-0.1278	0.003	0.5432	0.173	20.23	0.006	中证1000指数	42678	南方基金	宽基，中小盘
纳指ETF	159941	0.611	0.0116	0.0033	49450.92	-0.0588	-0.2492	-0.1693	0.416	0.949	11.87	0.0105	纳斯达克100指数	42198	广发基金	跨境，美国
红利ETF	510880	2.923	-0.0221	-0.0007	28039.93	0.0132	0.0473	0.0621	0.1744	0.2297	181	0.006	红利指数	39100	华泰柏瑞基金	策略，红利
恒生ETF	159920	1.164	-0.0227	-0.0034	57047.12	0.0274	-0.0396	-0.2076	-0.2562	-0.1188	151.31	0.0075	香港恒生指数	41204	华夏基金	跨境，香港
德国ETF	513030	0.874	-0.0396	-0.0011	7051.44	-0.1572	-0.2543	-0.2935	-0.1778	-0.2069	6.49	0.01	德国DAX指数	41887	华安基金	跨境，德国
大宗商品ETF	510170	3.693	-0.0433	-0.0003	749.31	0.0385	0.0488	0.2908	1.2167	1.0794	2.22	0.007	上证商品指数	40568	国联安基金	行业，资源
锂电池ETF	159840	1.007	-0.0049	0.001	9828.48	0.2118	0.0203	-	-	-	5.96	0.0052	新能电池指数	44428	工银瑞信基金	主题，新兴产业，新能源车
恒生科技ETF	513130	0.61	-0.024	-0.0033	62988.9	0.0816	-0.1261	-0.3705	-	-	48.46	0.0025	恒生科技指数	44348	华泰柏瑞基金	跨境，香港，科技
资源ETF	510410	1.122	-0.0402	0.0018	2742.92	0.0331	0.0486	0.2578	0.7697	0.6237	4.67	0.006	上证资源指数	41040	博时基金	行业，资源
建材ETF	159745	0.921	-0.0181	-0.0011	11557.41	0.0502	-0.0753	-0.0264	-	-	3.76	0.006	建筑材料指数	44365	国泰基金	行业，建筑材料
十年国债ETF	511260	117.575	0.0013	-0.0012	44233.54	-0.0015	0.0119	0.0418	0.1	-	7.58	0.004	10年国债指数	42971	国泰基金	债券，国债，利率债
证券保险ETF	512070	0.632	-0.011	0.0016	19698.21	0.0822	-0.1517	-0.1259	-0.1813	0.0305	37.2	0.006	300非银指数	41838	易方达基金	行业，金融
5GETF	515050	0.902	-0.0022	0	12314.82	-0.011	-0.2886	-0.2382	-	-	95.86	0.006	5G通信指数	43754	华夏基金	主题，新兴产业，5G
食品饮料ETF	515170	0.815	-0.0204	-0.0012	19403.06	0.1164	-0.0749	-0.1083	-	-	28.95	0.006	细分食品指数	44209	华夏基金	行业，食品饮料
电力ETF	159611	0.925	-0.0064	0	10934.48	0.0571	-	-	-	-	13.38	0.006	电力指数	44568	广发基金	行业，电力
碳中和龙头ETF	512580	1.775	-0.0045	-0.0011	8873.4	0.1609	-0.0188	0.181	1.3541	0.7768	21.45	0.006	中证环保指数	42794	广发基金	主题，环保，新兴产业
城投债ETF	511220	98.283	0	0	343.62	0.0014	0.0363	0.0629	0.1485	0.2858	12.46	0.004	沪城投债指数	41989	海富通基金	债券，企业债，信用债
恒生科技指数ETF	513180	0.609	-0.0272	0	129638.98	0.0817	-0.1312	-0.3728	-	-	89.43	0.0065	恒生科技指数	44341	华夏基金	跨境，香港，科技
畜牧养殖ETF	516670	0.934	-0.023	-0.0011	5005.65	0.1646	-0.0053	0.0674	-	-	1.06	0.003	中证畜牧指数	44281	招商基金	行业，畜牧业
A50ETF	159601	0.92	-0.015	0.0011	108514.29	0.0913	-0.0818	-	-	-	69.11	0.006	MSCI中国A50互联互通人民币指数	44508	华夏基金	MSCI
中国A50ETF	563000	0.918	-0.0171	-0.0011	107680.06	0.0916	-0.0802	-	-	-	86.48	0.006	MSCI中国A50互联互通人民币指数	44508	易方达基金	MSCI
医药卫生ETF	159938	0.87	-0.0181	0.0012	5851.84	0.1447	-0.1239	-0.228	0.3766	0.3282	23.46	0.006	全指医药	42012	广发基金	行业，医药
国债ETF	511010	127.605	0.0003	-0.0003	24117.01	-0.0013	0.0089	0.0334	0.0858	0.1621	7.42	0.004	5年国债指数	41358	国泰基金	债券，国债，利率债
双创50ETF	159781	0.684	0.0015	0.0015	37585.8	0.0892	-0.1828	-0.2919	-	-	68.52	0.006	科创创业50指数	44382	易方达基金	宽基，中小盘
龙头券商ETF	159993	1.016	-0.0088	0.003	6376.7	0.0706	-0.1904	-0.0747	-	-	13.43	0.006	证券龙头指数	43868	鹏华基金	行业，金融，证券
旅游ETF	562510	1.013	-0.0297	0.003	7815.35	0.0975	0.001	-	-	-	1.71	0.006	中证旅游指数	44560	华夏基金	主题，旅游
基建ETF	516950	1.02	-0.0249	-0.002	18538.33	0.0069	-0.0877	0.0408	-	-	10.41	0.006	中证基建指数	44330	银华基金	主题，基建
光伏ETF	159857	1.431	-0.0076	0	18527.27	0.1935	0.0049	0.3238	-	-	13.1	0.006	光伏产业指数	44251	天弘基金	主题，光伏，新兴产业
恒生科技30ETF	513010	0.612	-0.027	-0.0016	24848.33	0.0851	-0.1257	-0.3651	-	-	26.24	0.0025	恒生科技指数	44341	易方达基金	跨境，香港，科技
机器人50ETF	562360	0.911	0	0.0033	770.1	0.0963	-0.1771	-	-	-	0.682	0.006	机器人指数	44484	银华基金	主题，新兴产业，机器人
科技ETF	515000	1.309	-0.0015	0.0023	7617.85	0.0464	-0.2575	-0.2894	-	-	37.65	0.006	科技龙头指数	43693	华宝基金	主题，新兴产业，科技
纳斯达克ETF	513300	1.011	0.009	0.0171	11561.86	-0.0462	-0.2364	-0.1603	-	-	6.66	0.008	纳斯达克100指数	44140	华夏基金	跨境，美国
医药龙头ETF	515950	1.406	-0.0195	0	4343.73	0.1746	-0.1146	-0.2477	-	-	4.03	0.006	医药50指数	43922	富国基金	行业，医药
稀有金属ETF	159608	1.085	-0.0136	0	3478.84	0.24	0.0883	-	-	-	2.39	0.006	CS稀金属指数	44553	广发基金	主题，稀有金属
机械ETF	516960	1.223	-0.0137	0.0008	2209.77	0.1494	-0.0453	0.0929	-	-	0.826	0.006	细分机械指数	44323	国泰基金	行业，机械
沪深300ETF易方达	510310	2.076	-0.0142	-0.0019	13921.4	0.0858	-0.0942	-0.1113	0.2169	0.3489	99.34	0.002	沪深300指数	41358	易方达基金	宽基，大盘股
消费50ETF	515650	1.379	-0.0213	-0.0029	10602.39	0.1148	-0.0831	-0.1349	-	-	12.78	0.006	CS消费50指数	43780	富国基金	行业，消费
碳中和ETF	159790	1.033	-0.001	0.001	14325.26	0.1752	-0.0067	-	-	-	40.93	0.006	内地低碳指数	44414	华夏基金	主题，低碳
电池50ETF	159796	1.157	-0.0043	-0.0043	539.87	0.2205	-	-	-	-	3.75	0.002	CS电池指数	44634	汇添富基金	主题，新兴产业，新能源车
食品ETF	515710	0.845	-0.0209	0	5782.99	0.1118	-0.0724	-0.102	-	-	10.18	0.006	细分食品指数	44203	华宝基金	行业，食品饮料
有色ETF	159980	1.323	-0.0272	-0.003	15173.02	-0.1833	-0.1133	-0.0279	-	-	5.43	0.007	上期有色金属指数	43823	大成基金	商品，有色金属
稀土ETF基金	516150	1.397	-0.0176	-0.0007	15045.89	0.1376	-0.0839	0.3343	-	-	25.17	0.006	稀土产业指数	44272	嘉实基金	主题，稀土
半导体ETF	159813	0.811	0.01	0	15459.65	0.0492	-0.2209	-0.1808	-	-	10.32	0.006	国证芯片指数	43976	鹏华基金	行业，半导体，芯片
军工龙头ETF	512710	0.833	-0.0142	-0.0024	26077.15	0.0889	-0.1881	0.0639	-	-	42.62	0.006	军工龙头指数	43703	富国基金	行业，军工
港股通医药ETF	159776	1.199	-0.0033	-0.0188	8694.86	0.2451	-	-	-	-	2.45	0.006	HKC医药C人民币指数	44645	银华基金	跨境，香港，医药
科创板50ETF	588080	1.136	0.0125	0.0018	58113.97	0.0188	-0.2089	-0.2957	-	-	105.13	0.006	科创50指数	44151	易方达基金	宽基，中小盘
中证红利ETF	515080	1.422	-0.018	-0.0007	4953.66	0.0156	0.0001	0.0576	-	-	9.06	0.003	中证红利指数	43826	招商基金	策略，红利
医疗器械ETF	159883	0.703	-0.014	0.0029	4646.55	0.095	-0.154	-0.3292	-	-	9.17	0.006	医疗器械指数	44316	永赢基金	行业，医药，医疗器械
新能源车ETF	159806	1.03	-0.0068	-0.001	9427.73	0.2175	0.0215	0.131	-	-	16.23	0.006	CS新能车指数	43910	国泰基金	主题，新兴产业，新能源车
深红利ETF	159905	2.086	-0.0188	-0.0014	9944.29	0.0916	-0.1287	-0.1722	0.0927	0.4347	28.6	0.006	深证红利指数	40554	工银瑞信基金	策略，红利
化工ETF	159870	0.951	-0.0216	0.0011	4417.28	0.1071	-0.0537	-0.0266	-	-	8.45	0.006	细分化工指数	44258	鹏华基金	行业，化工
智能制造ETF	516800	1.006	0.001	-0.003	592.68	0.0578	-0.19	-0.1121	-	-	2.72	0.006	智能制造指数	44246	华宝基金	主题，智能制造
农业50ETF	159827	1.076	-0.0315	0.0009	629.23	0.1127	0.0113	0.1059	-	-	1.83	0.006	中证农业指数	44183	银华基金	行业，农业
沪深300增强ETF	561990	0.927	-0.0117	-0.0011	15121.25	0.1319	-0.0521	-	-	-	4.99	0.006	沪深300指数	44540	招商基金	宽基，大盘股
可转债ETF	511380	11.625	-0.0093	-0.001	25079.71	0.0355	-0.0142	0.1134	-	-	8.21	0.002	中证转债及可交换债指数	43928	博时基金	债券，可转债
地产ETF	159707	0.972	-0.0261	0	4806.57	0.0318	-0.0645	-	-	-	0.815	0.006	800地产指数	44512	华宝基金	行业，金融，房地产
智能汽车ETF	515250	0.952	0.0042	0.0011	9989.31	0.0781	-0.2126	-0.1036	-	-	6.88	0.006	CS智汽车指数	44204	富国基金	主题，智能汽车
生物科技ETF	159837	0.717	-0.0165	0.0014	9568.11	0.195	-0.117	-0.2743	-	-	16.78	0.002	中证生科指数	44223	易方达基金	主题，新兴产业，生物科技
电池ETF	561910	0.946	-0.0042	0	4174.04	0.227	-0.0531	-	-	-	1.92	0.006	CS电池指数	44420	招商基金	主题，新兴产业，新能源车
通信ETF	515880	0.91	0.0033	0.0033	6249.42	0.0448	-0.1897	-0.1026	-	-	16.24	0.006	通信设备指数	43714	国泰基金	行业，TMT，通信
软件ETF	515230	0.768	-0.0052	0	2962.49	0.0449	-0.2515	-0.2693	-	-	2.53	0.006	软件指数	44257	国泰基金	主题，新兴产业，软件
红利低波50ETF	515450	1.197	-0.0075	0.0025	3259.21	0.0153	-0.0355	0.0479	-	-	1.91	0.006	标普中国A股大盘红利低波50指数	43887	南方基金	策略，低波动，红利
光伏50ETF	159864	1.055	-0.0075	-0.0009	6335.91	0.1975	0.0223	-	-	-	6.65	0.006	光伏产业指数	44418	国泰基金	主题，光伏，新兴产业
游戏ETF	516010	0.786	-0.0187	0	3824.46	0.0051	-0.29	-0.1838	-	-	4.95	0.006	动漫游戏指数	44260	国泰基金	主题，游戏
游戏ETF	159869	0.783	-0.0163	0.0013	4639.76	0.0026	-0.292	-0.1818	-	-	6.2	0.006	动漫游戏指数	44260	华夏基金	主题，游戏
数字经济ETF	560800	0.751	0.0027	-0.0013	1803.54	0.0274	-	-	-	-	6.38	0.006	数字经济指数	44568	鹏扬基金	主题，数字经济
畜牧ETF	159867	0.873	-0.0224	0.0011	8447.56	0.1594	-0.0113	0.0764	-	-	5.61	0.006	中证畜牧指数	44260	鹏华基金	行业，畜牧业
新材料ETF	516360	1.335	-0.0118	0.0015	967.17	0.1793	-0.0104	0.0732	-	-	1.38	0.006	新材料指数	44329	华宝基金	主题，新兴产业，新材料
新能源50ETF	516270	1.057	-0.0084	0	1507.21	0.1998	-0.0056	-	-	-	1.61	0.006	新能源指数	44400	华安基金	主题，新兴产业，新能源
恒生新经济ETF	513320	1.155	-0.0137	0.0017	7872.79	0.1	-	-	-	-	2.26	0.006	恒生港股通新经济指数	44641	易方达基金	跨境，香港
医疗50ETF	159847	0.669	-0.0118	0.0106	2338.4	0.182	-0.1056	-	-	-	2.8	0.002	中证医疗指数	44396	易方达基金	行业，医药
稀有金属ETF基金	561800	1.063	-0.0112	-0.0028	816.24	0.2418	0.0891	-	-	-	1.25	0.006	CS稀金属指数	44432	华富基金	主题，稀有金属
国防军工ETF	512810	1.319	-0.0098	0	5824.4	0.0637	-0.1868	0.155	0.7705	0.5249	3.99	0.006	中证军工指数	42604	华宝基金	行业，军工
中概互联网ETF	159607	0.861	-0.0227	-0.0238	15768.75	0.1167	-0.0497	-	-	-	5.79	0.006	中国互联网30人民币指数	44532	嘉实基金	跨境，中概股
香港证券ETF	513090	1.104	-0.0213	-0.0009	36650.43	0.0347	-0.1481	-0.098	-	-	11.07	0.002	香港证券港元指数	43916	易方达基金	跨境，香港
现代农业ETF	562900	1.088	-0.0286	-0.0018	2084.65	0.1205	0.0698	-	-	-	0.553	0.002	CS现代农指数	44543	易方达基金	主题，农业
养殖ETF	516760	0.924	-0.0222	0.0022	2450.91	0.1593	-0.0118	0.0707	-	-	1.45	0.006	中证畜牧指数	44267	平安基金	行业，畜牧业
红利ETF易方达	515180	1.275	-0.0177	0.0008	4458.01	0.0159	0.0024	0.0481	-	-	16.55	0.002	中证红利指数	43819	易方达基金	策略，红利
医疗创新ETF	516820	0.652	-0.0254	0.0046	3746.16	0.1833	-0.1318	-0.3264	-	-	8.32	0.006	CS医药创新指数	44378	平安基金	行业，医药
影视ETF	159855	0.803	-0.0219	0.0012	1732.23	-0.005	-0.2837	-0.1806	-	-	0.959	0.006	中证影视指数	44253	银华基金	主题，TMT，影视
消费ETF	510150	0.698	-0.0141	0.0014	10745.52	0.1168	-0.0959	-0.1631	0.647	0.9432	7.14	0.006	消费80指数	40599	招商基金	行业，消费
短融ETF	511360	105.304	0.0001	0	413809.89	0.0016	0.0132	0.0274	-	-	59.09	0.002	中证短融指数	44099	海富通基金	债券，信用债，短期融资券
华安沪深300ETF	515390	1.181	-0.0117	-0.0008	8039.8	0.0875	-0.095	-0.0992	-	-	9.87	0.002	沪深300指数	43840	华安基金	宽基，大盘股
500增强ETF	561550	0.952	-0.0124	0	19303.57	0.0697	-0.0442	-	-	-	9.68	0.008	中证500指数	44540	华泰柏瑞基金	宽基，中小盘
房地产ETF	159768	0.909	-0.0288	-0.0022	8549.75	0.0306	-	-	-	-	1.12	0.006	内地地产指数	44608	银华基金	行业，金融，房地产
金融科技ETF	159851	0.941	-0.0116	-0.0021	1013.28	0.0526	-0.2337	-0.1943	-	-	3.16	0.006	金融科技指数	44274	华宝基金	主题，金融科技
红利ETF	159708	0.808	-0.0206	-0.0012	1107.98	0.0919	-0.1265	-0.1601	-	-	2.02	0.0048	深证红利指数	44379	西部利得基金	策略，红利
科创板ETF	588090	1.144	0.0097	-0.0017	13371.85	0.0196	-0.211	-0.2982	-	-	27.58	0.006	科创50指数	44151	华泰柏瑞基金	宽基，中小盘
芯片龙头ETF	159801	1.257	0.0113	0	7617.13	0.0492	-0.2236	-0.1968	-	-	17.17	0.006	国证芯片指数	43879	广发基金	行业，半导体，芯片
机器人ETF	159770	0.838	-0.0012	0	1268.12	0.0926	-0.1776	-	-	-	0.872	0.006	机器人指数	44508	天弘基金	主题，新兴产业，机器人
绿色电力ETF	159625	1.162	-0.0077	0.0026	5953.07	0.0602	-	-	-	-	10.56	0.006	绿色电力指数	44680	嘉实基金	主题，新兴产业，新能源
建材ETF易方达	159787	1.027	-0.0144	-0.001	462.16	0.0416	-	-	-	-	2.41	0.002	建筑材料指数	44635	易方达基金	行业，建筑材料
能源ETF基金	159945	0.992	-0.048	0.0061	839.1	0.0112	0.201	0.3874	0.503	0.357	0.528	0.006	全指能源	42191	广发基金	行业，资源，能源
H股ETF	510900	0.85	-0.0219	-0.0058	41582.4	0.0429	-0.0471	-0.2384	-0.3033	-0.2208	101.39	0.0075	恒生中国企业指数	41204	易方达基金	跨境，香港，中概股
中证500低波ETF	512260	1.461	-0.0155	0	549.63	0.0055	-0.1124	-0.0108	0.234	-	1.17	0.006	500SNLV指数	43476	华安基金	策略，低波动
港股通消费ETF	513960	1.309	-0.0173	-0.0113	9946	0.1846	-	-	-	-	2.13	0.006	HKC消费港元指数	44638	博时基金	跨境，香港，消费
医疗服务ETF	516610	0.725	-0.0203	0.0014	1297.51	0.1137	-0.139	-0.3373	-	-	0.687	0.006	医疗保健指数	44329	大成基金	行业，医药，医疗保健
双创50ETF	588400	0.693	-0.0014	-0.0014	13312.38	0.0879	-0.1866	-0.295	-	-	19.26	0.006	科创创业50指数	44382	嘉实基金	宽基，中小盘
芯片50ETF	516350	0.785	0.0129	-0.0025	1229.88	0.0248	-0.2289	-	-	-	1.39	0.002	芯片产业指数	44553	易方达基金	行业，半导体，芯片
农业ETF	516550	0.93	-0.018	0.0022	1891.58	0.1411	-0.0138	-0.0106	-	-	1.05	0.006	大农业指数	44294	嘉实基金	行业，农业
标普500ETF	159612	0.96	-0.0052	-0.0062	1687.93	-0.056	-	-	-	-	2.48	0.0075	标准普尔500指数	44701	国泰基金	跨境，美国
中证500成长ETF	159606	0.969	-0.0202	-0.001	2737.92	0.0924	-0.032	-	-	-	7	0.006	500质量指数	44559	易方达基金	策略，价值，成长
光伏ETF基金	516290	1.049	-0.0085	-0.001	2156.04	0.192	0.0058	-	-	-	3.09	0.002	光伏产业指数	44431	汇添富基金	主题，光伏，新兴产业
消费30ETF	510630	1.28	-0.0214	0	2079.82	0.0987	-0.0922	-0.1136	0.7534	1.7997	3.36	0.006	上证消费指数	41402	华夏基金	行业，消费
电子ETF	515260	0.791	0.0051	0	1477.24	0.0089	-0.2642	-0.2621	-	-	4.6	0.006	电子50指数	44043	华宝基金	行业，电子
创新药ETF	515120	0.83	-0.0107	0.0012	8989.76	0.2117	-0.1085	-0.2441	-	-	14.29	0.006	CS创新药指数	44200	广发基金	行业，医药
饮料ETF	159789	0.898	-0.0313	0	684.27	0.0991	-0.0865	-	-	-	0.556	0.006	饮料指数	44550	建信基金	行业，食品饮料，饮料
信息技术ETF	159939	1.117	0.0036	0.0009	7564.41	0.0285	-0.2651	-0.2375	0.1648	0.0314	11.8	0.006	全指信息	42040	广发基金	行业，信息技术
价值100ETF	512040	1.81	-0.0206	0	2631.83	0.0255	-0.0438	0.0956	0.5849	-	3.44	0.007	国信价值指数	43433	富国基金	策略，价值
MSCIA股ETF易方达	512090	1.646	-0.0144	-0.0012	2065.4	0.0886	-0.0881	-0.0674	0.5383	-	4.85	0.002	MSCI中国A股国际通指数	43252	易方达基金	MSCI
信息安全ETF	159613	0.753	-0.0195	-0.0026	972.71	0.0429	-	-	-	-	1.82	0.006	信息安全指数	44588	嘉实基金	主题，信息安全
恒生科技ETF基金	159741	0.603	-0.0243	0	4814.95	0.0884	-0.1286	-0.3692	-	-	3.29	0.007	恒生科技指数	44350	嘉实基金	跨境，香港，科技
开放共赢ETF	517180	1.052	-0.0177	0.001	247.27	0.0029	0.0584	-	-	-	0.357	0.003	富时中国国企开放共赢指数	44558	南方基金	主题，国企
医药卫生ETF	510660	2.926	-0.0138	0.0014	462.68	0.162	-0.1237	-0.2276	0.7161	0.7161	1.04	0.006	上证医药指数	41402	华夏基金	行业，医药
